GEOID,NAME,State,County,ALAND,AWATER,B01001_001E,B01001_calc_pctGE65E,B01001_calc_pctGE65E_BOX_COX,B03002_calc_pctNHWhiteE,PCT_Pop_Minority,B01001_003E,B01001_027E,Total_Young_People,PCT_Young_People,B17020_calc_pctPovE,B25002_calc_pctVacE,B15002_calc_pctLTHSE,B08201_calc_pctNoVehE,B08201_calc_pctNoVehE_BOX_COX,B28002_calc_pctNoIntE,B18101_calc_pctDE,PCT_HH_Lives_Alone,B16004_calc_pctGE18LEAE,B01001_calc_pctDependE,PCT_HU_Built_Prior_1970,B25002_001E,B25002_calc_pctTotalOwnE,B25002_calc_pctTotalRentE,Mean_Annual_Est_PM2_5_?g_m3,CASTHMA_CrudePrev,Area_SqKm,Pop_Density_PPL_SqKm,Pop_Density_PPL_SqKm_BOX_COX,High_Summer_Mean_LST_F,PCT_TreeCanopy,PCT_TreeCanopy_BOX_COX,PCT_LackingCanopy,PCT_ImperviousSurfaces,WF_HousingDensity_MEAN,WF_HousingDensity_MEAN_BOX_COX,WF_Exp_Type_MEAN,WF_RiskToHome_Mean,WF_RiskToHome_Mean_BOX_COX,WF_HazardPotential_Mean,WF_HazardPotential_Mean_BOX_COX,Cnt_Rd_Inter,Cnt_Rd_Inter_Per_Sqkm,Cnt_Rd_Inter_Per_Sqkm_BOX_COX,count_property,count_fs_risk_100_year00,count_fs_risk_100_year30,pct_fs_risk_100_year00,pct_fs_risk_100_year00_BOX_COX,pct_fs_risk_100_year30,pct_fs_risk_100_year30_BOX_COX,Pct_Tract_Blw_SL_2050,Avg_Vul_2050,MAX_CC,Pct_Riparian,Pct_Riparian_SQUARE_ROOT,Pct_Area_Protect,Pct_Area_Protect_BOX_COX,Pct_Area_Restore,Pct_Area_Restore_BOX_COX,Pct_Tract_Undev,Single_Tract,Coastal_Tract,Mangrove_Length,Spartina_Length,Man_Index,Man_Index_Nat_Rank,Man_Index_Nat_Pctl,Man_Index_Nat_Quan,Man_Index_St_Rank,Man_Index_St_Pctl,Man_Index_Cnty_Rank,Man_Index_Cnty_Pctl,Spart_Index,Spart_Index_Nat_Rank,Spart_Index_Nat_Pctl,Spart_Index_Nat_Quan,Spart_Index_St_Rank,Spart_Index_St_pctl,Spart_Index_Cnty_Rank,Spart_Index_Cnty_pctl,Flood_Buddy_Index,Flood_Buddy_Index_Nat_Rank,Flood_Buddy_Index_Nat_Pctl,Flood_Buddy_Index_Nat_Quan,Flood_Buddy_Index_St_Rank,Flood_Buddy_Index_St_Pctl,Flood_Buddy_Index_Cnty_Rank,Flood_Buddy_Index_Cnty_Pctl,Vul_Pop_Index,Vul_Pop_Index_Nat_Rank,Vul_Pop_Index_Nat_Pctl,Vul_Pop_Index_Nat_Quan,Vul_Pop_Index_St_Rank,Vul_Pop_Index_St_Pctl,Vul_Pop_Index_Cnty_Rank,Vul_Pop_Index_Cnty_Pctl,Trees_Index,Trees_Index_Nat_Rank,Trees_Index_Nat_Pctl,Trees_Index_Nat_Quan,Trees_Index_St_Rank,Trees_Index_St_Pctl,Trees_Index_Cnty_Rank,Trees_Index_Cnty_Pctl,Cooling_Center_Index,Cooling_Center_Index_Nat_Rank,Cooling_Center_Index_Nat_Pctl,Cooling_Center_Index_Nat_Quan,Cooling_Center_Index_St_Rank,Cooling_Center_Index_St_Pctl,Cooling_Center_Index_Cnty_Rank,Cooling_Center_Index_Cnty_Pctl,Heat_Buddy_Index,Heat_Buddy_Index_Nat_Rank,Heat_Buddy_Index_Nat_Pctl,Heat_Buddy_Index_Nat_Quan,Heat_Buddy_Index_St_Rank,Heat_Buddy_Index_St_Pctl,Heat_Buddy_Index_Cnty_Rank,Heat_Buddy_Index_Cnty_Pctl,Home_Hardening_Index,Home_Hardening_Index_Nat_Rank,Home_Hardening_Index_Nat_Pctl,Home_Hardening_Index_Nat_Quan,Home_Hardening_Index_St_Rank,Home_Hardening_Index_St_Pctl,Home_Hardening_Index_Cnty_Rank,Home_Hardening_Index_Cnty_Pctl,Air_Filtration_Index,Air_Filtration_Index_Nat_Rank,Air_Filtration_Index_Nat_Pctl,Air_Filtration_Index_Nat_Quan,Air_Filtration_Index_St_Rank,Air_Filtration_Index_St_Pctl,Air_Filtration_Index_Cnty_Rank,Air_Filtration_Index_Cnty_Pctl,Improved_Egress_Index,Improved_Egress_Index_Nat_Rank,Improved_Egress_Index_Nat_Pctl,Improved_Egress_Index_Nat_Quan,Improved_Egress_Index_St_Rank,Improved_Egress_Index_St_Pctl,Improved_Egress_Index_Cnty_Rank,Improved_Egress_Index_Cnty_Pctl,In_Flood_Aware_Index,In_Flood_Aware_Index_Nat_Rank,In_Flood_Aware_Index_Nat_Pctl,In_Flood_Aware_Index_Nat_Quan,In_Flood_Aware_Index_St_Rank,In_Flood_Aware_Index_St_Pctl,In_Flood_Aware_Index_Cnty_Rank,In_Flood_Aware_Index_Cnty_Pctl,In_Flood_Egress_Index,In_Flood_Egress_Index_Nat_Rank,In_Flood_Egress_Index_Nat_Pctl,In_Flood_Egress_Index_Nat_Quan,In_Flood_Egress_Index_St_Rank,In_Flood_Egress_Index_St_Pctl,In_Flood_Egress_Index_Cnty_Rank,In_Flood_Egress_Index_Cnty_Pctl,Pres_Open_Space_Index,Pres_Open_Space_Index_Nat_Rank,Pres_Open_Space_Index_Nat_Pctl,Pres_Open_Space_Index_Nat_Quan,Pres_Open_Space_Index_St_Rank,Pres_Open_Space_Index_St_Pctl,Pres_Open_Space_Index_Cnty_Rank,Pres_Open_Space_Index_Cnty_Pctl,Reduce_Imp_Surf_Index,Reduce_Imp_Surf_Index_Nat_Rank,Reduce_Imp_Surf_Index_Nat_Pctl,Reduce_Imp_Surf_Index_Nat_Quan,Reduce_Imp_Surf_Index_St_Rank,Reduce_Imp_Surf_Index_St_Pctl,Reduce_Imp_Surf_Index_Cnty_Rank,Reduce_Imp_Surf_Index_Cnty_Pctl,Restore_Builtup_Index,Restore_Builtup_Index_Nat_Rank,Restore_Builtup_Index_Nat_Pctl,Restore_Builtup_Index_Nat_Quan,Restore_Builtup_Index_St_Rank,Restore_Builtup_Index_St_Pctl,Restore_Builtup_Index_Cnty_Rank,Restore_Builtup_Index_Cnty_Pctl,intervention_score,Shape__Area,Shape__Length
6037122200,Census Tract 1222,California,Los Angeles County,1704844,0,3469,10.1,4.46954723,19.5,80.5,61,82,143,4.122225425,16,7.7,41.3,7.5,2.691271111,23.9,9.5,15.3,42.4,33.4,81.8,964,44,48.3,10.5642061,8,1.704844019,2035,15.58259346,117.4194717,1.128759894,0.123215187,98.87124011,74.31556728,942.5337909,12.12008893,0.03060306,0.005743824,-4.769211328,206.3912355,8.217752785,31,18.1834812,3.639190512,875,98,125,11.1999998,3.493116612,14.3000002,3.954179912,,0,5,0.035188552,0.187586119,4.920826528,6.530623225,95.07917347,9.357375548,4.9208264,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.438658579,66332,91.81396636,5,5144,64.01194624,949,40.50362783,3.400979289,51856,71.77659354,3,4495,55.93578895,1050,44.81434059,2.587158096,42695,59.09613122,2,3185,39.63414634,776,33.11993171,2.529591719,25000,34.60308672,2,4307,53.59631658,1824,77.84891165,3.653224477,57600,79.72731677,3,6458,80.36336486,1642,70.08109262,2.857789884,31614,43.75804554,2,4906,61.05027377,1960,83.65343577,4.212773284,69074,95.60938473,3,7268,90.44300647,1902,81.17797695,2.625008662,27179,37.6192124,2,4587,57.08063713,1772,75.62953478,2.293596114,18353,25.40245,1,3938,49.00447984,1516,64.70337175,4.180433882,66203,91.63540729,3,6226,77.4763564,1490,63.59368331,3.644670552,63031,87.24479203,3,6286,78.22299652,1883,80.36705079,1,2500360.446,7165.384752
6037237401,Census Tract 2374.01,California,Los Angeles County,516111,0,4217,8.2,3.814100897,1.6,98.4,58,100,158,3.746739388,36.7,3.4,41.7,8,2.804517391,20.9,10.1,23,39.2,32.7,85.4,1134,48.3,48.2,12.1775513,10,0.516107862,8171,21.29915773,112.5247345,0.306620209,-1.005102092,99.69337979,69.81010453,2788.426087,15.49417346,0,0,-11.24513872,0,-5.766820535,29,56.1898041,5.544790343,842,10,28,1.2,0.187203482,3.3,1.41825284,,0,4,0,0,5.50996483,7.851225597,94.49003517,9.334568221,5.5099649,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.762904645,71494,98.95909752,5,7800,97.06321553,2203,94.02475459,3.263179287,45734,63.3026507,2,3589,44.66152315,755,32.2236449,2.567078876,40730,56.37621981,2,2908,36.18715779,710,30.3030303,1.080574875,2979,4.122084573,1,496,6.172224988,345,14.72471191,4.393669294,68991,95.49449789,3,7871,97.94673967,2294,97.90866411,1.164916088,3227,4.465360925,1,502,6.246889,328,13.99914639,3.625596828,63472,87.85521489,3,6384,79.44250871,1480,63.16688007,1.296060868,2201,3.045193439,1,318,3.957192633,187,7.981220657,1.150335248,1711,2.366945809,1,464,5.774016924,200,8.536064874,3.631711663,56677,78.4497197,3,4308,53.60876058,801,34.18693982,2.473607955,14563,20.15641221,1,1527,19.00199104,401,17.11481007,2,755744.0923,3518.449053
6037104320,Census Tract 1043.20,California,Los Angeles County,1212169,0,5292,12.2,5.128081197,2.6,97.4,144,149,293,5.536659108,15.1,3.6,46.3,12.6,3.661009473,27,11.7,17,51.4,34.6,70.9,1380,45.8,50.7,10.0792933,8,1.212169647,4366,18.55426538,120.1984253,1.014105419,0.014035586,98.98589458,67.72383073,1912.562407,14.25716798,0.004455021,1.33416E-07,-11.16325809,13.12407132,3.151868737,29,23.9240437,4.073195896,958,2,2,0.2,-1.287438519,0.2,-1.295063346,,0,1,0,0,5.272618334,7.31043629,94.72738167,9.343768807,5.2726183,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68824459,70699,97.85867534,5,7320,91.09009457,1902,81.17797695,3.788271214,64374,89.1037442,3,6589,81.99352912,1865,79.59880495,2.720770123,54076,74.84947055,3,4871,60.6147337,1315,56.12462655,1.350433236,5996,8.298152121,1,1369,17.03583873,894,38.15620999,3.484964691,52849,73.15108312,3,5650,70.30861125,1141,48.69825011,2.006135876,14158,19.59581978,1,2788,34.69387755,1478,63.08151942,3.198561098,53649,74.25842619,3,4782,59.50721752,929,39.65002134,1.473527387,3688,5.103467368,1,661,8.225485316,374,15.96244131,1.079185061,928,1.283133781,1,182,2.264808362,93,3.969270166,3.474535109,52340,72.44653609,3,3552,44.20109507,530,22.62057192,2.404100986,12104,16.75271645,1,1162,14.45993031,244,10.41399915,1,1778001.73,5394.185466
6037265602,Census Tract 2656.02,California,Los Angeles County,335903,0,3044,31.3,9.574460098,73.9,26.1,74,37,111,3.64651774,9.5,20.7,2.7,9.6,3.13550074,5.8,8.8,39,15.8,42.4,24,1835,46.8,32.5,11.3294392,7.1,0.335902957,9062,21.78121282,101.0773697,2.192,0.878556552,97.808,65.65683646,3506.062162,16.28123102,0,0,-11.24513872,0,-5.766820535,17,50.6098557,5.354176876,308,39,47,12.6999998,3.750120934,15.3000002,4.098132525,,0,0,0,0,19.15736406,53.8172885,80.84263594,8.775241444,19.1573639,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31034548,63751,88.24140079,5,4204,52.31458437,673,28.7238583,4.231409099,70507,97.592913,3,7641,95.08461921,2217,94.62227913,3.05774861,68120,94.28887812,3,7319,91.07765057,2181,93.08578745,1.060851683,2457,3.399543221,1,312,3.882528621,195,8.322663252,2.810380323,28978,40.10935013,2,2922,36.36137382,238,10.1579172,1.159283455,3157,4.368468406,1,476,5.923344948,310,13.23090055,3.280613907,55883,77.35068171,3,5127,63.80039821,1028,43.87537345,2.144773617,14750,20.41525365,1,2621,32.61572922,1023,43.66197183,2.091800735,14234,19.70101737,1,3132,38.97461424,1191,50.83226633,4.461196689,69130,95.68689875,3,7068,87.95420607,1794,76.56850192,3.254629956,50489,69.88442107,3,4687,58.32503733,1317,56.2099872,2,487536.7224,3415.640684
6037190202,Census Tract 1902.02,California,Los Angeles County,211376,0,3225,16.3,6.272216851,46.8,53.2,81,0,81,2.511627907,23.7,16,5.6,36.9,6.167751818,22.5,21.6,73.6,16.8,18.9,61.5,2745,0.9,83.2,11.5692062,7.7,0.211376115,15257,24.3404993,105.0247,1.829787234,0.658792875,98.17021277,84.38297872,4495.675214,17.16755788,0.005146402,0.000147628,-7.715781924,153.2136752,7.562050171,22,104.0798798,6.731462375,101,15,17,14.8999996,4.090538247,16.7999992,4.301870334,,0,4,0,0,7.267525036,12.19889578,92.73247496,9.26591848,7.2675252,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.478306948,67131,92.91992525,5,5481,68.20557491,1072,45.75330773,4.097541379,69353,95.99557063,3,7402,92.11050274,2152,91.84805805,3.445024528,71514,98.98678109,3,7877,98.02140368,2327,99.31711481,1.521379884,8193,11.33919302,1,1891,23.53160777,1116,47.631242,3.394493727,50007,69.21724687,3,5234,65.13190642,901,38.45497226,2.152067222,16813,23.27081459,1,3164,39.3728223,1591,67.90439607,4.59412898,71223,98.58398505,3,7749,96.42857143,2122,90.56764831,2.120382133,14237,19.70516991,1,2545,31.66998507,1003,42.80836534,2.084855649,14111,19.53076337,1,3093,38.48929816,1179,50.32010243,4.688084748,70949,98.20472005,3,7723,96.10502738,2123,90.61032864,3.404632544,56152,77.72302581,3,5319,66.18964659,1511,64.48997012,4,308998.4257,2430.75655
6037195202,Census Tract 1952.02,California,Los Angeles County,877982,0,3304,10,4.436615553,72.2,27.8,109,49,158,4.782082324,6.4,10.5,5.9,1.3,0.272049655,0.7,7.6,27.8,10.1,28.3,80.3,1577,47.1,42.4,11.7472744,6.9,0.877982296,3763,17.94506596,110.503685,9.497946612,3.145436587,90.50205339,56.31416838,1395.243326,13.27601244,0.07315688,0.000330544,-7.097105867,98.06673511,6.634067721,42,47.836956,5.252723395,1167,93,94,8,2.849267167,8.1000004,2.845852512,,0,0,0,0,35.29371208,134.6538776,64.70628792,8.018864948,35.2937126,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.145639153,60366,83.55595543,5,3252,40.46789447,436,18.60862143,2.612537929,17736,24.54841165,1,633,7.87705326,77,3.286384977,2.655309352,48836,67.59637345,3,4093,50.93330015,1064,45.41186513,2.00525428,15968,22.10118347,1,3250,40.44300647,1576,67.26419121,3.556252267,54981,76.1021524,3,6018,74.88800398,1361,58.08792147,2.282928969,19329,26.75340854,1,3496,43.50423096,1697,72.42851046,2.916923392,47080,65.16575542,2,3866,48.1085117,744,31.75416133,2.025976006,12309,17.03647311,1,2239,27.86212046,916,39.09517712,1.932876485,11678,16.16305627,1,2637,32.81483325,1022,43.61929151,3.98151603,63637,88.0836044,3,5622,69.96017919,1285,54.84421682,2.89064977,32755,45.33739359,2,3206,39.89547038,904,38.58301323,0,1278864.135,5347.79716
6037185204,Census Tract 1852.04,California,Los Angeles County,963641,0,1921,23.9,8.072731569,31.4,68.6,36,18,54,2.811035919,8.4,7.5,11.7,1.6,0.501690428,8.7,12.6,21,16.3,40.8,81.9,758,69.7,22.8,11.7448425,6.7,0.963639894,1993,15.50668999,111.1668396,12.64359214,3.707970247,87.35640786,28.52902622,876.4194757,11.91330928,0.419083255,0.003202533,-5.262725103,54.6741573,5.510438304,37,38.3960876,4.865047996,854,47,47,5.5,2.202135313,5.5,2.186085678,,0.0999,0,0,0,67.16464754,352.0369823,32.83535246,5.989766516,67.16465,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.882729776,54836,75.90144647,4,2110,26.2568442,237,10.11523688,3.620260703,59951,82.98152121,3,5875,73.1085117,1587,67.73367478,2.840949843,61184,84.68821372,3,6082,75.68442011,1773,75.67221511,2.994519282,34380,47.5866842,2,5281,65.71677451,1999,85.31796842,3.570310034,55341,76.60045678,3,6090,75.78397213,1405,59.96585574,2.356688751,20782,28.76462039,1,3670,45.66948731,1736,74.09304311,2.50939568,37141,51.40840197,2,2566,31.93130911,437,18.65130175,2.018529212,12177,16.85376151,1,2219,27.61324042,910,38.83909518,2.000664955,12738,17.63028583,1,2831,35.22896964,1091,46.56423389,3.156050674,42551,58.89680947,2,2375,29.55450473,247,10.54204012,2.387128792,11504,15.92220915,1,1087,13.52663016,215,9.17626974,0,1413580.095,6321.456085
6037127804,Census Tract 1278.04,California,Los Angeles County,638135,0,4352,7.7,3.629754776,30.9,69.1,115,138,253,5.813419118,16.6,0.4,17.3,7.5,2.691271111,10.5,6.6,29.7,31.2,28.6,33.8,1652,28.8,70.9,10.5996532,7.8,0.63813624,6820,20.47743003,117.6089478,2.56056338,1.076836421,97.43943662,63.96897038,2496.960452,15.12451643,0.016901408,0,-11.24513872,0,-5.766820535,15,23.5059528,4.04476434,420,99,106,23.6000004,5.162799468,25.2000008,5.249675826,,0,4,0,0,15.91426404,40.66986219,84.08573596,8.913933389,15.9142637,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.602229393,69466,96.15198284,5,6616,82.32951717,1517,64.74605207,3.272953276,46174,63.91168939,2,3651,45.43305127,776,33.11993171,2.761844783,56821,78.64904146,3,5312,66.10253858,1464,62.48399488,1.239524943,4856,6.720188248,1,1038,12.91687407,705,30.08962868,3.004777003,36200,50.10588968,2,3661,45.55749129,336,14.34058899,1.385013504,5546,7.675271645,1,1178,14.65903435,806,34.40034144,4.679737163,71585,99.08505779,3,7843,97.59830762,2183,93.1711481,2.576410479,25937,35.90006229,2,4393,54.66650075,1701,72.59923175,2.278228264,18020,24.94151844,1,3885,48.34494774,1487,63.46564234,4.628980707,70538,97.63582255,3,7585,94.3877551,2039,87.02518139,3.487329655,58881,81.50044986,3,5647,70.27127924,1619,69.09944516,2,935165.8594,3868.215132
6037127604,Census Tract 1276.04,California,Los Angeles County,434538,0,3157,14.3,5.733939936,23.9,76.1,104,160,264,8.362369338,21.2,8.9,33.3,17,4.287107375,15.9,12,33.9,48.6,36.4,34.1,1321,15.1,75.9,10.5191011,8.7,0.434539668,7265,20.76195642,118.43,2.526859504,1.059590326,97.4731405,65.49173554,2247.124481,14.77733002,0,0,-11.24513872,0,-5.766820535,17,39.1218605,4.897570602,249,139,145,55.7999992,7.59469404,58.2000008,7.58305229,,0,5,0,0,21.85845639,65.64042433,78.14154361,8.656661864,21.8584557,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.617596684,69701,96.47726486,5,6748,83.97212544,1585,67.64831413,4.031467705,68548,94.88130666,3,7263,90.38078646,2102,89.71404183,3.011514682,67132,92.92130943,3,7153,89.01194624,2130,90.90909091,1.103495922,3392,4.693750433,1,645,8.026381284,449,19.16346564,3.219808072,44105,61.04782338,2,4488,55.84868094,559,23.85830132,1.250458228,4267,5.904906914,1,843,10.49029368,577,24.62654716,4.862047783,72137,99.84912451,3,8009,99.66401195,2319,98.97567222,2.547768965,25151,34.81209772,2,4267,53.0985565,1657,70.72129748,2.421470659,21417,29.64357395,1,4407,54.84071677,1703,72.6845924,4.756251657,71381,98.80268531,3,7867,97.89696366,2212,94.40887751,3.555011454,60841,84.21344038,3,5947,74.00447984,1736,74.09304311,3,631815.1764,3637.864956
6037213402,Census Tract 2134.02,California,Los Angeles County,391846,0,4857,9,4.098144975,5,95,181,219,400,8.235536339,21.6,9.7,34.9,15.5,4.088492463,26.7,6.8,22.9,57.5,32.9,68.2,1792,6,84.3,12.0329313,8,0.391846177,12395,23.29268334,114.5142,0.651376147,-0.403742405,99.34862385,84.05760369,4855.672811,17.44910241,0,0,-11.24513872,0,-5.766820535,26,66.3525696,5.854037479,237,37,42,15.6000004,4.19130145,17.7000008,4.417898097,,0,5,0,0,6.117719759,9.287876936,93.88228024,9.310933486,6.1177197,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.771572403,71568,99.06152675,5,7842,97.58586361,2234,95.34784464,3.589898952,58905,81.53367015,3,5701,70.94325535,1511,64.48997012,2.626420596,46318,64.11101114,2,3695,45.98058736,935,39.90610329,1.039261536,1762,2.43753893,1,160,1.991040319,75,3.201024328,3.543343996,54594,75.56647519,3,5955,74.10403186,1326,56.59411012,1.103271082,2273,3.144854315,1,217,2.700348432,123,5.249679898,4.672831176,71555,99.04353242,3,7831,97.44897959,2175,92.82970551,2.176039063,15457,21.39386809,1,2754,34.27078148,1071,45.7106274,2.09531022,14298,19.78960482,1,3144,39.12394226,1197,51.08834827,4.694077034,70997,98.27116063,3,7741,96.32901941,2133,91.03713188,3.428604357,56970,78.8552841,3,5391,67.08561473,1536,65.55697823,3,572643.607,3058.012364
6037119201,Census Tract 1192.01,California,Los Angeles County,947368,4796,4547,10.8,4.695808185,4.8,95.2,63,191,254,5.586100726,14.6,1.8,37.9,7.4,2.667968753,15.1,9.7,11.5,34.1,33.9,91.5,898,75.5,22.7,10.2848101,7.7,0.952164342,4775,18.92878588,118.9984207,1.153119093,0.145375563,98.84688091,62.4026465,1859.711992,14.16805452,0.002835539,4.33731E-06,-10.12353737,0.310670444,-1.070898999,14,14.7033443,3.315281382,825,64,84,7.8000002,2.803302661,10.1999998,3.274165337,,0,0,0,0,12.59772453,28.52149897,87.40227547,9.051868391,12.5977249,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.679122626,70600,97.72164164,5,7270,90.46789447,1869,79.76952625,3.454670057,54015,74.76503564,3,4836,60.17919363,1173,50.06402049,2.573161314,41326,57.20119039,2,2992,37.23245396,724,30.90055484,1.369195222,6221,8.609592359,1,1422,17.69537083,922,39.35125907,3.69136512,58522,81.00352966,3,6616,82.32951717,1735,74.05036278,1.787700547,10519,14.558793,1,2223,27.66301643,1287,54.92957746,2.942816191,47640,65.94089556,2,3939,49.01692384,757,32.30900555,2.299419316,18377,25.43567029,1,3209,39.93280239,1238,52.83824157,1.776685938,9457,13.08879507,1,2211,27.5136884,884,37.72940674,4.087125424,65091,90.09620043,3,5948,74.01692384,1389,59.28297055,3.020255618,39628,54.85085473,2,3784,47.08810353,1058,45.15578318,1,1396479.742,4780.799112
6037117408,Census Tract 1174.08,California,Los Angeles County,376512,0,3073,4.8,2.421549844,3.8,96.2,234,174,408,13.27692808,36.2,2.7,40.8,11.3,3.445849931,20.3,8.5,12.8,44.1,38.2,43.3,882,12.9,84.4,10.3843699,9.1,0.376511823,8162,21.29407021,119.9142,1.672248804,0.553362871,98.3277512,71.97368421,3139.580189,15.89835303,0,0,-11.24513872,0,-5.766820535,9,23.9036312,4.071817617,169,60,68,35.5,6.241608768,40.2000008,6.483755037,,0,5,0,0,8.976833977,16.95521492,91.02316602,9.198255984,8.9768343,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.697650432,70811,98.01370337,5,7391,91.97361872,1945,83.0132309,3.383076065,51063,70.67893972,3,4370,54.3802887,1014,43.27784891,2.434430802,26926,37.26901516,2,1398,17.39671478,286,12.20657277,1.069835255,2714,3.755277182,1,397,4.94026879,266,11.35296628,3.474920737,52550,72.73721365,3,5610,69.81085117,1119,47.75928297,1.358087675,5291,7.322306042,1,1116,13.88750622,764,32.60776782,4.830812617,72078,99.76745796,3,7992,99.45246391,2304,98.33546735,2.613367272,26880,37.20534293,2,4552,56.64509706,1759,75.07469057,2.29675465,18424,25.50072669,1,3953,49.19113987,1524,65.04481434,4.782547001,71529,99.00754377,3,7909,98.41961175,2237,95.47588562,3.598664992,61976,85.78448336,3,6133,76.31906421,1818,77.59282971,3,552078.6884,3045.494234
6037111205,Census Tract 1112.05,California,Los Angeles County,1141319,17739,3869,16.8,6.401731739,27.7,72.3,35,99,134,3.463427242,4.4,1.8,3.6,2,0.763524419,2.2,8.4,24.1,18,39.3,31.1,1352,52.2,45.9,10.0542746,6.8,1.159060102,3338,17.46492814,116.9931641,3.679596587,1.574689633,96.32040341,54.46770428,1185.57907,12.78769159,0.126266563,0.000371758,-7.005464081,6.069099379,2.075013771,16,13.8042889,3.221061771,501,9,22,1.8,0.640574116,4.4000001,1.837100794,,0,0,17.99672159,4.242254306,30.59530026,108.7266169,69.40469974,8.251829642,30.5953007,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.426186849,66082,91.46792166,5,5039,62.70532603,914,39.00981647,3.332977285,48830,67.58806838,3,4037,50.23643604,897,38.28425096,2.874680754,62726,86.82261748,3,6353,79.05674465,1866,79.64148528,2.161024977,18543,25.66544398,1,3578,44.52463912,1650,70.42253521,2.832541092,29805,41.25406603,2,2997,37.29467397,244,10.41399915,2.195336919,17612,24.37677348,1,3275,40.75410652,1631,69.61160905,2.333134778,30786,42.61194546,2,1866,23.22050772,273,11.65172855,1.893393511,9804,13.56910513,1,1830,22.77252364,778,33.20529236,2.584236872,25179,34.85085473,2,4845,60.29118965,1798,76.73922322,3.37182881,49414,68.39642882,3,3130,38.94972623,408,17.41357234,3.610933141,62252,86.16651671,3,6166,76.72971628,1828,78.01963295,0,1702532.937,5428.848571
6037236400,Census Tract 2364,California,Los Angeles County,1340500,0,4282,20.5,7.30762449,9.5,90.5,41,96,137,3.199439514,8.6,7.5,3.6,3.6,1.535194071,8.4,12.1,49.2,1,32.9,81.8,2275,47.9,44.6,11.8552895,9.1,1.340497011,3194,17.29070246,107.1563,4.770524899,1.963869813,95.2294751,54.68930733,1231.372733,12.90025519,0.121130552,0.001635615,-5.819341789,6.989939638,2.262913464,21,15.6658316,3.41087428,1019,53,53,5.1999998,2.111143982,5.1999998,2.096298066,,0,0,0,0,33.33784454,123.6415406,66.66215546,8.117265973,33.3378448,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19518542,61336,84.8986089,5,3512,43.70333499,495,21.12676056,3.66158747,61196,84.70482386,3,6064,75.46042807,1662,70.9346991,3.16648908,69751,96.5464738,3,7579,94.31309109,2252,96.11609048,2.414875575,22884,31.6741643,1,4074,50.69686411,1767,75.41613316,4.008738994,64584,89.39442176,3,7458,92.80736685,2129,90.86641058,2.162335234,17004,23.53519275,1,3199,39.80836237,1601,68.33119932,2.633759296,40531,56.10076822,2,2998,37.30711797,546,23.30345711,2.145364925,14764,20.43463215,1,2626,32.67794923,1025,43.74733248,1.678328008,8143,11.26998408,1,1953,24.30313589,793,33.84549723,3.67577916,58176,80.52460378,3,4513,56.15978099,891,38.02816901,2.655165277,21603,29.90103121,1,2287,28.45943255,648,27.65685019,2,1956652.079,7122.582628
